ram,ram_category,ram_per_core,storage_ram_ratio,performance_score,battery_power,battery_wt_ratio,px_width,px_height,battery_category,pixel_density,screen_area,mobile_wt,n_cores,price_range
584,0,97.33,53.71,1.75,1944,9.87,1970,1060.0,2,124.28,238,197,6,1
2675,2,382.14,0.74,13.11,1225,8.88,1101,217.0,1,86.32,132,138,7,2
2382,2,2382.0,12.37,3.1,644,5.65,1654,1140.0,0,200.88,54,114,1,2
1391,1,347.75,32.91,8.35,1919,12.79,1191,304.0,2,61.46,247,150,4,1
2346,2,586.5,22.58,21.58,501,3.82,1089,504.0,0,85.71,156,131,4,1
606,0,202.0,43.37,4.0,1620,8.76,1033,832.0,2,189.48,36,185,3,0
1324,1,441.33,24.41,4.37,1227,9.44,1781,935.0,1,251.44,21,130,3,1
1076,1,179.33,50.4,3.23,1359,12.7,901,446.0,1,59.14,128,107,6,0
643,0,80.38,48.08,3.6,1914,16.22,1701,942.0,2,108.02,17,118,8,1
783,0,111.86,24.29,9.87,1645,13.37,1308,897.0,2,144.18,80,123,7,0
3809,3,761.8,6.81,20.95,1063,10.52,1232,1208.0,1,95.86,272,101,5,3
2104,2,263.0,8.82,35.35,946,6.14,630,159.0,0,81.22,28,154,8,1
1762,1,587.33,29.66,6.34,1231,6.65,1184,632.0,1,223.69,15,185,3,1
3137,3,522.83,2.84,54.58,1397,16.06,1991,1308.0,1,183.25,12,87,6,3
1756,1,585.33,8.27,3.69,701,4.38,1256,1002.0,0,229.53,18,160,3,1
3663,3,523.29,2.45,12.82,570,5.14,1917,1331.0,0,155.58,140,111,7,3
2437,2,304.62,10.89,9.75,1993,13.56,510,150.0,2,35.44,84,147,8,2
1432,1,286.4,28.7,3.58,955,6.68,1511,1248.0,0,150.75,108,143,5,1
1620,1,202.5,27.94,6.48,924,5.53,1813,108.0,0,100.9,255,167,8,1
1655,1,331.0,8.16,4.14,600,5.36,747,320.0,0,42.77,108,112,5,0
2832,2,404.57,1.05,15.86,518,2.91,1947,437.0,0,332.57,30,178,7,2
961,0,160.17,29.85,14.42,1063,11.19,935,295.0,1,57.67,96,95,6,0
2608,2,869.33,17.38,3.91,920,6.17,1421,1058.0,0,253.09,36,149,3,2
514,0,102.8,4.98,4.88,1715,10.03,1652,79.0,2,206.74,28,171,5,0
2304,2,288.0,5.96,23.96,1841,11.02,672,593.0,2,112.03,7,167,8,2
933,0,186.6,59.34,2.33,543,4.11,1031,693.0,0,82.82,84,132,5,0
1896,1,1896.0,12.81,5.12,1762,9.32,527,300.0,2,40.43,140,189,1,1
3655,3,913.75,14.44,7.31,1112,9.19,739,234.0,1,96.9,21,121,4,3
1973,1,1973.0,17.27,3.95,709,5.21,1596,1545.0,0,170.87,108,136,1,1
3278,3,468.29,19.39,59.66,1315,10.27,575,59.0,1,82.57,18,128,7,2
2183,2,272.88,6.72,43.66,1762,16.47,1364,1103.0,2,194.91,24,107,8,2
824,0,117.71,27.63,9.81,1462,8.03,1478,91.0,1,92.55,75,182,7,0
2598,2,371.14,13.27,29.1,571,3.07,1282,177.0,0,92.44,65,186,7,1
1254,1,418.0,40.77,1.88,666,8.22,1353,58.0,0,84.64,135,81,3,0
3622,3,452.75,1.92,43.46,1994,13.66,1435,447.0,2,187.88,42,146,8,3
1704,1,243.43,7.94,25.05,1583,10.7,1651,942.0,2,105.6,221,148,7,2
1624,1,406.0,26.69,9.09,1778,13.47,516,88.0,2,32.72,195,132,4,1
3809,3,634.83,13.09,25.14,1926,10.76,1000,371.0,2,59.26,204,179,6,3
2574,2,643.5,19.13,6.18,966,8.26,1754,1446.0,0,206.65,10,117,4,2
950,0,316.67,35.03,5.7,568,3.17,1703,181.0,0,95.14,153,179,3,0
273,0,34.12,57.28,6.55,1897,9.88,1935,1311.0,2,129.85,102,192,8,0
446,0,148.67,85.89,0.67,1695,8.48,1898,1791.0,2,153.51,208,200,3,1
1510,1,215.71,38.74,12.68,1623,13.52,1832,1568.0,2,185.49,120,120,7,2
1122,1,280.5,21.74,2.24,914,6.22,721,706.0,0,77.62,108,147,4,0
707,0,176.75,41.75,1.41,1721,13.45,1048,871.0,2,68.13,38,128,4,0
751,0,93.88,52.8,13.22,890,4.49,1873,1074.0,0,269.88,21,198,8,0
3393,3,1131.0,14.06,5.09,600,3.14,1465,501.0,0,119.1,84,191,3,2
3771,3,628.5,2.91,40.73,1677,13.52,1477,271.0,2,93.85,90,124,6,3
1851,1,462.75,1.57,3.7,723,4.3,1748,920.0,0,123.46,45,168,4,1
2735,2,683.75,9.74,18.6,638,6.25,1383,1171.0,0,226.52,14,102,4,2
2253,2,321.86,26.95,15.77,852,8.19,1159,293.0,0,66.41,68,104,7,1
452,0,64.57,59.11,5.06,1979,11.99,1630,833.0,2,130.75,78,165,7,0
1419,1,283.8,21.54,3.55,710,4.7,857,485.0,0,75.75,132,151,5,0
969,0,323.0,43.01,7.56,1034,5.44,1293,182.0,1,81.61,15,190,3,0
3441,3,3441.0,6.36,8.6,600,4.14,1162,207.0,0,59.01,19,145,1,2
3786,3,1893.0,16.85,3.79,1027,9.97,1747,1698.0,1,135.35,204,103,2,3
2710,2,451.67,4.73,9.76,1260,11.89,736,165.0,1,53.88,13,106,6,2
3533,3,588.83,3.38,38.16,1793,10.61,1418,1086.0,2,105.06,224,169,6,3
1735,1,347.0,33.44,19.95,675,4.69,757,192.0,0,97.62,42,144,5,0
3587,3,512.43,3.33,67.79,658,6.39,1750,1156.0,0,139.82,154,103,7,3
2298,2,328.29,14.5,9.65,1694,16.61,549,377.0,2,37.0,85,102,7,2
2027,2,2027.0,19.72,1.62,804,9.03,818,709.0,0,90.21,55,89,1,1
2406,2,343.71,11.02,42.1,1713,13.49,974,729.0,2,86.9,130,127,7,2
2419,2,806.33,12.59,3.63,706,6.54,938,543.0,0,120.43,56,108,3,1
995,0,142.14,23.33,3.48,1362,10.4,1505,553.0,1,200.42,42,131,7,0
2078,2,415.6,28.18,28.05,1527,9.92,1116,526.0,2,205.62,15,154,5,2
1145,1,572.5,15.6,1.14,768,4.83,991,637.0,0,58.9,19,159,2,0
626,0,156.5,57.64,7.26,1314,8.48,577,113.0,1,53.45,40,155,4,0
1509,1,251.5,36.22,4.53,705,4.55,1374,1114.0,0,110.55,165,155,6,1
3371,3,674.2,7.67,45.51,1403,8.55,1251,461.0,1,95.23,117,164,5,3
297,0,74.25,133.32,3.09,1486,17.48,1747,1430.0,1,161.26,13,85,4,0
3508,3,701.6,10.78,19.29,781,3.94,1674,304.0,0,121.53,104,198,5,3
2385,2,298.12,9.47,28.62,986,5.39,800,471.0,0,54.61,144,183,8,1
1301,1,1301.0,24.08,1.82,1310,12.48,1016,806.0,1,92.63,156,105,1,1
2167,2,722.33,25.72,13.0,560,6.91,1327,80.0,0,110.78,110,81,3,1
3914,3,782.8,10.96,25.44,1348,11.62,501,204.0,1,49.18,30,116,5,3
2312,2,385.33,9.33,6.94,1567,13.17,1621,545.0,2,171.02,9,119,6,2
2297,2,459.4,7.26,10.34,1940,20.86,858,112.0,2,57.69,84,93,5,2
411,0,137.0,37.9,3.58,1979,11.24,1532,1331.0,2,225.49,16,176,3,0
665,0,221.67,2.67,4.19,561,2.91,1294,1055.0,0,151.78,60,193,3,0
3226,3,3226.0,19.07,4.19,1717,13.21,810,609.0,2,144.77,24,130,1,3
740,0,740.0,58.35,1.11,535,4.73,811,290.0,0,71.77,110,113,1,0
3878,3,775.6,10.03,9.7,1413,7.64,1318,1039.0,1,83.91,304,185,5,3
3406,3,486.57,5.84,59.6,1358,10.06,1655,1485.0,1,370.59,5,135,7,3
2440,2,348.57,12.08,49.53,1519,13.56,1702,1122.0,2,203.86,45,112,7,2
3959,3,791.8,12.61,23.75,1254,11.61,1013,462.0,1,101.22,40,108,5,3
3703,3,617.17,13.19,48.88,1591,10.33,1883,1384.0,2,129.83,102,154,6,3
3714,3,1857.0,9.39,20.8,977,5.92,1862,1502.0,0,119.61,57,165,2,3
337,0,48.14,48.94,1.65,1640,9.7,1301,589.0,2,84.01,48,169,7,0
3176,3,1588.0,7.81,5.08,663,3.62,1605,82.0,0,229.58,12,183,2,2
1205,1,150.62,15.66,9.64,1744,15.57,718,68.0,2,37.96,126,112,8,1
2473,2,1236.5,11.13,7.91,1624,10.83,699,689.0,2,57.73,176,150,2,2
1229,1,175.57,1.54,11.18,1108,6.56,1742,208.0,1,292.4,15,169,7,0
2896,2,1448.0,3.07,8.11,1188,10.42,1558,1339.0,1,158.03,132,114,2,3
2039,2,679.67,5.26,7.95,817,5.67,766,722.0,0,87.72,66,144,3,1
520,0,130.0,9.87,3.33,863,6.49,1799,717.0,0,176.06,20,133,4,0
1378,1,459.33,2.08,9.92,1397,11.55,1658,433.0,1,90.19,270,121,3,1
3254,3,650.8,14.95,16.27,1108,7.91,1666,1298.0,1,162.46,72,140,5,3
1803,1,257.57,19.88,25.24,1068,5.8,1998,186.0,1,334.44,20,184,7,1
2501,2,1250.5,20.45,11.5,1702,11.74,1491,1397.0,2,120.19,192,145,2,3
3762,3,940.5,2.12,7.52,808,4.21,1891,618.0,0,124.34,135,192,4,3
1796,1,256.57,32.9,6.29,1156,12.99,1262,1214.0,1,103.01,96,89,7,1
990,0,123.75,50.62,3.96,1271,7.99,650,613.0,1,59.56,154,159,8,0
2630,2,876.67,19.11,3.94,696,3.53,907,649.0,0,58.7,144,197,3,1
1380,1,230.0,31.08,15.73,1981,11.32,1234,193.0,2,113.55,10,175,6,1
3487,3,498.14,16.55,41.5,614,4.8,519,22.0,0,32.47,90,128,7,2
1201,1,400.33,5.5,2.16,1590,13.03,1595,1464.0,2,166.54,36,122,3,1
3015,3,1005.0,6.9,14.47,1945,17.21,895,280.0,2,133.97,6,113,3,3
3204,3,3204.0,13.32,8.97,1135,7.18,1589,690.0,1,91.18,234,158,1,3
433,0,72.17,3.83,1.56,1049,6.1,1564,39.0,1,142.23,70,172,6,0
1906,1,1906.0,24.98,4.0,1807,14.46,1384,337.0,2,79.14,221,125,1,2
898,0,128.29,42.99,3.14,984,10.04,1611,1036.0,0,112.67,128,98,7,0
2799,2,399.86,21.53,27.43,720,7.5,1733,1347.0,0,365.82,15,96,7,3
2020,2,288.57,6.27,11.31,1536,14.63,1634,22.0,2,233.45,36,105,7,2
770,0,192.5,29.34,1.54,771,8.97,922,327.0,0,75.25,12,86,4,0
305,0,50.83,143.27,4.58,503,2.72,1291,778.0,0,125.61,88,185,6,0
2953,2,421.86,14.08,49.61,675,3.61,874,482.0,0,99.81,45,187,7,2
1671,1,238.71,19.63,22.22,1936,10.64,1089,591.0,2,177.0,6,182,7,1
2574,2,858.0,5.74,7.72,1303,9.44,1604,229.0,1,124.64,48,138,3,2
3772,3,628.67,9.25,65.63,1004,7.12,1162,901.0,1,81.69,136,141,6,3
2870,2,1435.0,12.75,6.89,1972,19.33,1648,715.0,2,105.67,96,102,2,3
2577,2,429.5,3.06,18.55,1822,9.34,910,172.0,2,92.61,45,195,6,2
2246,2,2246.0,7.85,6.29,1159,13.96,723,681.0,1,110.36,8,83,1,1
2405,2,2405.0,23.69,6.73,1782,11.35,999,867.0,2,82.67,90,157,1,2
3377,3,422.12,4.71,56.73,894,5.32,1300,286.0,0,221.85,5,168,8,2
3619,3,3619.0,11.83,7.6,1884,10.18,819,451.0,2,62.33,112,185,1,3
1184,1,592.0,13.53,1.18,1648,11.61,1238,1119.0,2,238.4,12,142,2,1
2965,2,988.33,1.34,21.35,798,8.31,643,526.0,0,51.92,105,96,3,2
3713,3,1237.67,12.08,26.73,802,5.11,1633,1299.0,0,231.85,24,157,3,3
3798,3,1899.0,13.91,22.03,1276,9.82,735,217.0,1,38.32,190,130,2,3
1026,1,513.0,14.52,3.28,1331,8.07,1226,1109.0,1,118.08,65,165,2,1
1086,1,181.0,4.31,16.94,1620,8.71,1339,434.0,2,74.08,252,186,6,1
2236,2,559.0,22.33,22.36,1996,16.36,1445,671.0,2,177.02,56,122,4,2
1303,1,1303.0,32.79,3.52,1092,5.9,1424,1404.0,1,153.83,36,185,1,1
3048,3,609.6,20.48,10.67,1018,6.57,883,856.0,1,111.8,30,155,5,2
616,0,205.33,15.68,0.92,545,4.16,1452,381.0,0,93.82,90,131,3,0
3764,3,627.33,3.18,29.36,554,5.28,806,85.0,0,73.68,70,105,6,2
419,0,139.67,66.77,3.65,1264,7.39,849,562.0,1,127.27,28,171,3,0
2858,2,476.33,20.06,27.44,1030,7.46,1812,1111.0,1,303.64,12,138,6,3
504,0,126.0,65.86,3.43,1432,8.73,947,209.0,1,64.65,56,164,4,0
392,0,78.4,101.49,5.49,558,3.93,1605,997.0,0,171.77,50,142,5,0
820,0,117.14,62.17,2.87,829,6.43,1916,91.0,0,147.55,72,129,7,0
3387,3,423.38,4.11,48.77,1741,12.17,1895,730.0,2,169.23,33,143,8,3
3447,3,689.4,4.33,39.64,1849,12.84,1123,606.0,2,85.07,154,144,5,3
1403,1,200.43,4.76,20.62,733,4.21,1409,445.0,0,92.35,120,174,7,0
2295,2,1147.5,6.83,4.13,1872,23.4,1484,286.0,2,94.46,165,80,2,2
1973,1,328.83,13.32,5.92,1853,9.41,1005,985.0,2,127.93,20,197,6,2
3755,3,625.83,7.96,49.57,1149,10.84,1675,1617.0,1,129.34,238,106,6,3
2073,2,1036.5,11.77,2.07,891,4.55,1724,375.0,0,220.54,7,196,2,1
3872,3,484.0,16.49,61.95,1911,11.72,1958,1795.0,2,265.63,72,163,8,3
302,0,151.0,58.24,0.3,550,3.79,1930,486.0,0,104.75,90,145,2,0
1519,1,759.5,17.05,2.43,576,4.76,1518,757.0,0,89.28,108,121,2,1
2549,2,2549.0,19.31,4.84,1760,8.89,1704,273.0,2,156.88,80,198,1,2
404,0,57.71,91.0,6.79,969,7.81,589,491.0,0,40.36,90,124,7,0
595,0,198.33,92.5,1.96,1160,6.99,859,762.0,1,60.44,72,166,3,0
1663,1,831.5,10.44,3.66,827,5.17,821,448.0,0,62.35,84,160,2,0
2764,2,394.86,20.72,9.67,1786,11.09,1671,231.0,2,168.69,27,161,7,3
2614,2,2614.0,3.02,1.57,774,5.69,1865,1713.0,0,316.54,42,136,1,2
1094,1,136.75,9.41,21.88,819,9.87,822,438.0,0,84.67,50,83,8,0
2826,2,565.2,3.85,31.09,1042,7.5,1018,68.0,1,53.7,108,139,5,2
2496,2,356.57,19.7,52.42,1368,14.1,829,698.0,1,77.41,78,97,7,2
2103,2,1051.5,23.22,8.83,1592,8.8,522,510.0,2,36.49,152,181,2,1
966,0,966.0,13.42,1.74,1067,7.31,1009,965.0,1,232.7,30,146,1,0
2172,2,543.0,21.16,6.08,1892,17.2,1564,1399.0,2,116.58,238,110,4,2
905,0,113.12,56.92,7.96,915,4.89,1448,532.0,0,77.13,190,187,8,0
3916,3,1305.33,14.02,32.89,774,6.24,896,8.0,0,99.56,8,124,3,3
3902,3,1951.0,10.74,10.93,1848,10.32,605,154.0,2,52.02,99,179,2,3
2487,2,2487.0,0.79,2.74,1501,8.03,1056,198.0,2,76.74,156,187,1,2
3914,3,1304.67,14.02,22.31,1614,8.59,1330,860.0,2,87.99,221,188,3,3
363,0,72.6,101.21,5.26,911,5.03,670,461.0,0,81.33,45,181,5,0
3233,3,646.6,7.37,8.08,1520,7.64,1909,109.0,2,136.58,39,199,5,3
2532,2,422.0,14.77,21.27,1647,16.15,1185,193.0,2,70.62,224,102,6,2
3836,3,639.33,13.78,20.71,1347,12.47,1008,961.0,1,87.04,45,108,6,3
3076,3,384.5,8.05,39.37,967,10.51,1642,243.0,0,207.49,28,92,8,2
1513,1,302.6,35.5,16.64,1442,9.94,1668,1626.0,1,194.12,88,145,5,2
1724,1,246.29,5.61,31.38,1204,6.05,1482,480.0,1,129.82,22,199,7,1
542,0,77.43,65.15,7.97,1320,9.17,1229,123.0,1,102.93,11,144,7,0
3481,3,497.29,2.29,17.06,1800,18.0,823,400.0,2,83.19,80,100,7,3
3991,3,1330.33,5.5,25.14,1567,10.24,1326,190.0,2,83.72,30,153,3,3
1790,1,1790.0,10.82,1.61,1439,9.79,932,626.0,1,56.14,228,147,1,1
509,0,509.0,5.02,0.51,1422,12.7,926,1.0,1,46.3,19,112,1,0
282,0,94.0,138.52,1.86,1591,9.88,1641,548.0,2,157.28,90,161,3,0
3006,3,751.5,1.98,20.44,880,4.44,660,632.0,0,130.54,24,198,4,2
1913,1,318.83,9.65,5.74,1929,11.83,1051,349.0,2,85.19,84,163,6,1
1333,1,266.6,3.57,10.66,1642,16.1,1889,1686.0,2,133.26,108,102,5,2
3746,3,1248.67,5.59,28.1,1511,13.25,1982,1455.0,2,223.52,60,114,3,3
3941,3,1970.5,2.53,10.25,1312,8.05,893,95.0,1,128.29,12,163,2,3
3970,3,3970.0,2.51,5.56,1852,9.45,1163,580.0,2,92.83,13,196,1,3
3925,3,560.71,11.19,35.72,972,11.85,589,297.0,0,82.46,42,82,7,3
424,0,106.0,64.19,4.58,691,6.4,962,951.0,0,225.45,15,108,4,0
1284,1,256.8,5.91,3.21,807,5.11,697,667.0,0,53.6,221,158,5,0
277,0,277.0,67.47,0.17,1113,7.68,1312,1047.0,1,139.88,22,145,1,0
1713,1,1713.0,9.03,2.23,721,5.77,1862,408.0,0,173.29,30,125,1,1
485,0,80.83,94.14,4.36,1188,6.0,1469,1150.0,1,143.51,84,198,6,0
3002,3,3002.0,17.15,1.5,1512,11.54,952,333.0,2,144.08,30,131,1,2
418,0,104.5,125.93,1.17,805,8.3,704,641.0,0,79.34,66,97,4,0
1652,1,236.0,4.67,10.41,918,7.46,671,653.0,0,52.02,68,123,7,1
2893,2,578.6,16.41,7.23,1320,7.86,1583,103.0,1,176.26,40,168,5,2
1406,1,1406.0,38.7,1.27,1236,6.57,809,517.0,1,64.01,168,188,1,0
629,0,209.67,85.4,0.94,1387,14.15,1151,785.0,1,232.2,15,98,3,0
3724,3,1862.0,8.03,20.11,1883,19.82,791,531.0,2,56.04,240,95,2,3
3835,3,547.86,3.64,53.69,839,4.79,1391,564.0,0,93.81,120,175,7,3
1354,1,169.25,36.56,10.83,1593,12.25,1336,761.0,2,96.1,195,130,8,1
2376,2,396.0,10.33,14.26,1722,19.57,1638,1179.0,2,336.36,5,88,6,3
3438,3,1146.0,2.02,6.19,1954,15.51,690,673.0,2,53.55,204,126,3,3
2655,2,442.5,0.74,7.96,1788,11.92,1073,472.0,2,90.17,24,150,6,2
3361,3,560.17,9.76,10.08,1628,16.12,643,412.0,2,44.92,160,101,6,3
3535,3,505.0,1.13,12.37,1965,23.39,1660,977.0,2,107.01,102,84,7,3
2150,2,2150.0,12.27,4.73,833,6.72,1395,359.0,0,144.05,45,124,1,1
2587,2,862.33,16.37,4.66,571,4.05,783,224.0,0,101.8,35,141,3,1
2736,2,1368.0,11.18,2.74,1808,19.65,1208,714.0,2,140.32,9,92,2,3
676,0,112.67,72.35,2.03,1860,22.41,799,195.0,2,51.4,90,83,6,0
2941,2,420.14,3.03,32.94,1368,11.9,1145,843.0,1,101.56,156,115,7,3
3336,3,417.0,6.25,34.69,1161,9.21,1169,308.0,1,172.7,24,126,8,3
3796,3,3796.0,8.67,6.07,1224,7.8,563,522.0,1,69.8,50,157,1,3
3654,3,730.8,17.17,10.96,902,7.39,1360,364.0,0,74.1,144,122,5,3
2934,2,2934.0,3.71,1.47,787,8.46,1423,806.0,0,181.71,48,93,1,2
2889,2,361.12,10.27,11.56,854,6.83,1152,518.0,0,210.52,10,125,8,2
3315,3,3315.0,14.38,4.97,1184,6.2,1577,519.0,1,92.23,119,191,1,3
1993,1,498.25,19.06,12.76,1973,12.98,1181,792.0,2,142.2,54,152,4,2
2509,2,836.33,13.72,12.8,510,4.25,1228,382.0,0,71.45,34,120,3,1
3534,3,1767.0,9.57,14.14,966,8.19,1523,214.0,0,80.95,306,118,2,3
2246,2,280.75,6.98,32.34,1438,8.51,867,859.0,1,81.37,154,169,8,2
3165,3,1055.0,15.98,4.75,1986,20.91,774,342.0,2,141.03,30,95,3,3
286,0,40.86,145.01,4.0,1907,18.16,1513,713.0,2,111.51,56,105,7,0
776,0,776.0,37.3,1.86,1489,7.44,812,172.0,1,103.75,42,200,1,0
3213,3,535.5,4.94,34.7,1843,13.75,580,118.0,2,36.99,210,134,6,3
716,0,238.67,47.55,3.22,825,8.78,783,540.0,0,79.26,44,94,3,0
424,0,212.0,31.12,1.95,1286,13.12,662,18.0,1,60.2,50,98,2,0
3486,3,498.0,17.98,14.64,840,6.13,1081,987.0,0,112.6,96,137,7,3
3237,3,809.25,17.79,29.78,757,4.64,697,535.0,0,43.93,228,163,4,2
1944,1,972.0,20.52,4.28,814,4.6,1406,1092.0,0,104.72,96,177,2,1
643,0,107.17,10.99,4.24,1195,14.94,1001,327.0,1,70.2,28,80,6,0
2317,2,579.25,4.23,7.41,767,7.17,1995,517.0,0,294.41,36,107,4,2
1436,1,179.5,34.61,14.93,1068,11.01,1500,994.0,1,105.85,16,97,8,1
3190,3,1063.33,17.42,26.8,994,5.75,530,491.0,0,120.41,10,173,3,2
2338,2,1169.0,8.81,11.69,1550,11.65,832,268.0,2,51.42,16,133,2,2
1334,1,166.75,20.67,5.34,1878,22.09,1026,210.0,2,55.12,126,85,8,1
3657,3,1219.0,1.63,21.94,623,4.91,672,144.0,0,38.18,51,127,3,2
2080,2,416.0,7.04,5.2,1829,11.43,1267,729.0,2,85.99,176,160,5,2
1609,1,229.86,20.94,27.03,525,2.76,670,82.0,0,39.71,176,190,7,0
3078,3,1539.0,4.51,3.08,1065,11.97,928,188.0,1,86.08,10,89,2,2
590,0,73.75,51.76,5.66,1425,11.22,1897,150.0,1,135.92,26,127,8,0
2552,2,364.57,4.24,25.01,1296,10.05,1382,1222.0,1,92.24,152,129,7,2
3355,3,1677.5,10.07,18.79,642,3.26,1011,331.0,0,81.83,60,197,2,2
1968,1,281.14,7.42,39.95,1664,9.4,1929,1178.0,2,173.87,84,177,7,2
3358,3,479.71,2.37,16.45,1498,8.81,1076,347.0,1,141.32,21,170,7,3
1539,1,513.0,1.25,8.77,981,7.21,688,75.0,0,34.6,228,136,3,0
942,0,235.5,31.37,10.55,1236,8.64,1403,492.0,1,87.46,192,143,4,0
3669,3,1223.0,2.44,30.82,1673,8.95,734,65.0,2,73.69,9,187,3,3
3612,3,1806.0,2.48,11.56,712,4.14,1234,881.0,0,108.3,65,172,2,3
2351,2,783.67,1.67,3.53,569,3.35,1159,351.0,0,134.55,56,170,3,1
604,0,100.67,92.77,2.54,603,3.87,1968,1842.0,0,245.05,40,156,6,0
1285,1,642.5,8.12,2.06,1332,7.12,1165,758.0,1,231.65,30,187,2,1
515,0,515.0,21.56,0.31,1413,11.04,1481,1323.0,1,330.98,30,128,1,0
654,0,109.0,46.03,11.38,1064,5.78,1569,1175.0,1,115.31,208,184,6,0
2540,2,508.0,18.6,7.62,1444,17.61,1554,1092.0,1,105.52,34,82,5,3
3869,3,773.8,13.67,32.89,1366,8.48,1876,647.0,1,110.25,85,161,5,3
3412,3,1706.0,5.24,14.33,906,6.66,1793,1102.0,0,150.33,104,136,2,3
509,0,101.8,78.72,6.87,1554,8.4,1367,319.0,2,107.98,36,185,5,0
2547,2,424.5,8.12,35.15,1187,9.73,1125,215.0,1,104.12,30,122,6,2
2735,2,911.67,10.83,22.15,1156,6.68,1913,945.0,1,125.51,240,173,3,2
1369,1,1369.0,15.31,3.83,1918,13.8,1203,381.0,2,126.19,54,139,1,1
2942,2,490.33,13.12,8.83,841,4.23,828,546.0,0,82.65,55,199,6,2
2812,2,401.71,2.11,25.59,730,4.37,1155,1096.0,0,144.75,10,167,7,2
3497,3,874.25,8.82,18.18,878,5.74,618,575.0,0,84.41,63,153,4,2
619,0,77.38,70.97,2.48,1059,5.82,1545,519.0,1,271.64,15,182,8,0
3483,3,3483.0,0.86,10.1,1578,7.89,670,342.0,2,41.79,68,200,1,3
1475,1,295.0,23.37,12.54,1829,16.33,563,291.0,2,52.81,44,112,5,1
1950,1,1950.0,3.99,1.95,1132,7.21,1293,1091.0,1,140.98,22,157,1,1
3592,3,513.14,11.09,15.09,1652,8.34,1084,352.0,2,142.46,42,198,7,3
3573,3,714.6,16.16,8.93,912,8.52,1723,165.0,0,96.16,51,107,5,3
2020,2,1010.0,29.43,9.29,1181,10.18,831,385.0,1,130.84,36,116,2,1
1329,1,443.0,22.89,2.79,1497,16.27,1933,1920.0,1,389.21,6,92,3,2
3568,3,1189.33,13.67,24.62,1790,17.9,1980,396.0,2,288.46,12,100,3,3
1947,1,1947.0,24.48,3.12,1742,17.42,1469,1134.0,2,309.3,20,100,1,2
1998,1,399.6,3.9,5.0,1549,9.8,1514,721.0,2,128.99,84,158,5,2
725,0,181.25,42.08,7.83,1372,7.11,937,687.0,1,96.82,33,193,4,0
3302,3,825.5,3.61,6.6,1112,5.85,1119,777.0,1,113.53,66,190,4,3
3884,3,485.5,11.82,15.54,1005,7.56,1556,176.0,1,87.0,102,133,8,3
1185,1,197.5,21.48,12.09,783,5.22,1263,458.0,0,83.97,60,150,6,0
1656,1,828.0,15.14,8.28,1698,16.17,1819,485.0,2,313.76,15,105,2,2
2870,2,717.5,18.26,31.0,899,4.68,1638,641.0,0,87.95,304,192,4,2
911,0,303.67,45.47,4.1,1062,7.03,1435,798.0,1,109.46,28,151,3,0
3892,3,1297.33,4.36,23.35,989,5.96,1394,256.0,0,74.6,126,166,3,3
3897,3,3897.0,6.91,4.68,1983,15.86,1197,370.0,2,96.38,120,125,1,3
656,0,656.0,71.56,1.97,1800,20.69,1108,191.0,2,74.96,140,87,1,0
606,0,202.0,65.05,3.09,1254,8.59,1956,1571.0,1,313.6,14,146,3,1
1653,1,413.25,17.5,11.24,868,10.46,1026,276.0,0,88.54,77,83,4,1
860,0,215.0,12.77,1.72,1205,6.89,614,573.0,1,55.99,14,175,4,0
2197,2,1098.5,4.45,12.3,1284,8.28,516,160.0,1,31.78,32,155,2,1
3458,3,1729.0,6.61,4.84,626,3.35,1334,90.0,0,167.13,35,187,2,2
2066,2,516.5,25.03,23.97,1763,17.46,806,138.0,2,62.9,108,101,4,1
3676,3,919.0,9.76,26.47,694,3.6,1230,983.0,0,121.12,96,193,4,3
1518,1,1518.0,30.97,0.91,1265,14.06,687,275.0,1,43.53,176,90,1,1
1018,1,339.33,12.8,1.53,816,4.12,558,149.0,0,32.09,170,198,3,0
1360,1,453.33,24.51,7.34,904,5.38,507,42.0,0,31.8,180,168,3,0
3449,3,492.71,1.44,12.07,979,5.97,1670,793.0,0,308.12,10,164,7,3
2524,2,420.67,23.39,30.29,1531,9.45,765,625.0,2,70.56,143,162,6,2
703,0,87.88,38.14,11.25,934,5.13,1190,521.0,0,118.1,80,182,8,0
1251,1,417.0,43.88,9.76,1624,8.12,1744,1530.0,2,165.71,52,200,3,1
582,0,582.0,11.97,0.76,874,4.72,1248,442.0,0,189.14,24,185,1,0
1732,1,346.4,35.17,19.05,1027,10.07,714,152.0,1,81.11,40,102,5,1
1252,1,1252.0,36.29,1.0,1966,13.65,1973,1242.0,2,333.05,24,144,1,2
2146,2,2146.0,13.21,3.22,1048,5.76,1670,29.0,1,139.19,110,182,1,1
1927,1,481.75,19.17,14.65,1496,11.87,506,501.0,1,39.56,68,126,4,1
3328,3,832.0,3.88,22.63,959,6.19,736,87.0,0,67.37,90,155,4,2
2462,2,351.71,21.96,37.91,1349,12.85,1019,648.0,1,75.47,105,105,7,2
1172,1,586.0,10.45,5.63,1689,10.05,674,521.0,2,65.53,132,168,2,0
3598,3,3598.0,7.47,8.64,1558,10.67,1409,120.0,2,141.41,18,146,1,3
2437,2,812.33,10.89,3.66,582,3.46,1420,985.0,0,86.41,38,168,3,2
3271,3,817.75,13.36,36.64,1485,10.76,774,341.0,1,56.39,168,138,4,3
