battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,total_camera_mp,screen_area,aspect_ratio,pixel_density,ram_per_core,battery_wt_ratio,storage_ram_ratio,connectivity_score,performance_score,ram_category,battery_category
633,1,1.4,0,0,1,46,0.7,102,6,10,709.0,1915,1401,19,14,11,1,1,0,1,10,266,2.697,102.1,233.5,6.21,31.33,4,11.77,1,0
1444,1,2.1,0,9,0,38,0.4,104,7,16,624.0,917,3764,14,9,10,0,0,0,3,25,126,1.467,73.94,537.71,13.88,10.06,1,55.33,3,1
852,1,1.6,1,6,1,54,0.4,147,5,7,538.0,730,1275,13,7,12,1,0,1,0,13,91,1.354,64.77,255.0,5.8,40.15,5,10.2,1,0
922,1,0.7,0,0,1,47,1.0,157,8,14,1295.0,1808,1464,17,4,12,1,0,1,1,14,68,1.395,123.55,183.0,5.87,30.73,4,8.2,1,0
1745,0,1.5,1,4,1,57,0.1,159,3,16,1164.0,1908,2885,13,11,5,1,1,1,3,20,143,1.638,159.65,961.67,10.97,19.54,5,12.98,2,2
862,0,2.3,0,9,1,6,0.1,107,8,14,829.0,1977,3458,9,4,9,1,1,1,3,23,36,2.382,214.38,432.25,8.06,1.73,4,63.63,3,0
1754,1,2.1,1,1,1,52,1.0,101,4,3,199.0,1452,3019,11,6,19,1,0,1,3,4,66,7.26,122.13,754.75,17.37,17.06,5,25.36,3,2
1008,0,2.5,0,3,0,36,1.0,109,1,14,825.0,1972,1083,6,4,6,0,0,0,1,17,24,2.387,305.37,1083.0,9.25,31.1,0,2.71,1,1
1569,0,0.5,1,3,0,33,0.2,147,1,13,519.0,930,3538,18,1,15,1,0,1,3,16,18,1.788,56.05,3538.0,10.67,9.28,3,1.77,3,2
1596,0,2.9,1,7,0,7,0.7,149,2,9,169.0,1190,2493,14,12,13,1,1,1,2,16,168,7.0,80.13,1246.5,10.71,2.76,4,14.46,2,2
1807,1,0.5,1,2,1,61,0.1,134,6,6,1734.0,1968,3726,8,5,15,1,0,0,3,8,40,1.134,291.44,621.0,13.49,16.32,4,11.18,3,2
1660,0,2.8,1,4,0,7,0.8,184,1,6,76.0,1165,1531,12,6,7,0,0,0,1,10,72,15.13,89.81,1531.0,9.02,4.39,1,4.29,1,2
1861,1,0.9,0,4,1,55,0.5,148,7,8,1698.0,1877,601,7,5,4,1,0,0,1,12,35,1.105,316.38,85.86,12.57,80.07,3,3.79,0,2
648,0,1.9,1,4,0,8,1.0,91,5,19,819.0,1997,2991,8,7,4,0,0,1,2,23,56,2.435,239.82,598.2,7.12,2.65,2,28.41,2,0
1379,0,0.5,1,1,0,19,0.3,134,8,17,387.0,671,3912,11,2,19,0,1,1,3,18,22,1.729,64.55,489.0,10.29,4.85,3,15.65,3,1
1910,1,1.7,0,0,0,34,0.6,115,2,0,985.0,1284,309,8,4,10,0,0,1,0,0,32,1.302,179.81,154.5,16.61,84.63,2,1.05,0,2
1807,0,2.0,1,0,1,13,0.5,155,8,0,970.0,974,323,9,3,3,1,1,1,0,0,27,1.003,137.46,40.38,11.66,31.29,5,5.17,0,2
1923,0,0.5,1,7,0,46,0.5,191,1,10,767.0,1759,1489,10,9,3,1,1,1,1,17,90,2.29,174.45,1489.0,10.07,29.6,4,0.74,1,2
1345,1,3.0,0,7,1,38,0.1,162,3,11,512.0,1465,1322,9,2,15,1,0,0,1,18,18,2.856,155.19,440.67,8.3,27.32,3,11.9,1,1
904,0,1.6,1,5,1,14,0.2,102,8,9,56.0,760,1846,7,6,3,1,0,1,1,14,42,13.333,95.26,230.75,8.86,7.36,4,23.63,1,0
1239,0,1.2,1,5,1,52,0.9,122,2,10,590.0,661,417,8,6,6,1,0,1,0,15,48,1.118,98.45,208.5,10.16,102.52,4,1.0,0,1
1330,0,0.9,0,6,1,52,0.8,84,4,12,462.0,1304,3269,19,6,8,1,1,0,3,18,114,2.816,69.17,817.25,15.83,15.79,3,11.77,3,1
516,1,0.7,1,1,0,30,0.9,138,1,12,126.0,698,3731,17,13,15,0,0,0,2,13,221,5.496,39.4,3731.0,3.74,8.01,2,2.61,3,0
672,1,0.5,1,0,0,54,0.9,95,4,11,578.0,1143,667,17,8,14,0,0,0,0,11,136,1.974,71.16,166.75,7.07,71.87,2,1.33,0,0
892,1,0.5,0,0,1,47,0.4,94,1,18,655.0,1782,1241,12,3,9,1,0,1,1,18,36,2.716,146.04,1241.0,9.49,35.83,4,0.62,1,0
1778,0,0.5,0,0,1,23,0.5,101,6,11,1028.0,1445,3941,19,6,13,1,0,0,3,11,114,1.404,88.67,656.83,17.6,5.82,2,11.82,3,2
1130,1,2.5,0,4,1,58,0.1,132,5,14,88.0,1261,1018,17,1,16,1,0,0,0,18,17,14.169,70.23,203.6,8.56,53.01,3,12.72,1,1
1359,0,0.6,0,4,0,59,0.3,86,2,6,1692.0,1902,3142,19,3,17,0,1,1,3,10,57,1.123,127.28,1571.0,15.8,18.62,2,3.77,3,1
1866,1,2.5,1,3,1,47,0.8,89,5,9,358.0,1782,1444,7,4,20,1,0,0,1,12,28,4.964,227.2,288.8,20.97,31.12,4,18.05,1,2
1597,0,2.3,0,11,0,34,0.4,89,1,14,64.0,1667,934,16,10,9,0,1,0,0,25,160,25.646,98.13,934.0,17.94,33.59,1,2.15,0,2
1046,1,2.8,1,0,1,58,0.2,100,8,0,259.0,1040,3863,17,12,9,1,1,1,3,0,204,4.0,59.54,482.88,10.46,14.98,6,86.53,3,1
1035,0,0.6,1,2,1,44,0.5,99,3,3,236.0,1960,3506,14,5,12,1,1,0,3,5,70,8.27,131.61,1168.67,10.45,12.49,4,6.31,3,1
1175,1,1.3,0,2,0,19,0.3,164,7,9,873.0,1394,1944,9,4,9,1,1,0,1,11,36,1.595,164.48,277.71,7.16,9.51,3,17.69,1,1
1261,1,0.5,1,0,1,11,0.2,90,4,0,858.0,1591,348,14,9,14,1,0,1,0,0,126,1.852,120.51,87.0,14.01,25.01,5,0.7,0,1
1068,0,0.7,1,9,0,51,0.5,124,4,15,1405.0,1910,550,12,8,6,1,1,0,0,24,96,1.358,182.39,137.5,8.61,80.05,3,1.54,0,1
1713,0,3.0,1,5,1,20,0.9,104,7,17,237.0,890,971,11,10,10,1,0,0,0,22,110,3.739,76.75,138.71,16.47,19.08,3,20.39,0,2
1688,0,2.5,0,0,1,21,0.2,170,7,0,650.0,864,3984,17,14,8,1,1,1,3,0,238,1.327,60.07,569.14,9.93,5.26,4,69.72,3,2
1413,1,0.5,1,4,1,45,0.4,104,5,6,1942.125,1994,2973,17,8,15,1,0,1,3,10,136,1.026,154.64,594.6,13.59,14.98,5,7.43,2,1
559,1,0.5,0,10,0,11,0.4,82,5,14,541.0,823,2019,10,4,16,1,1,1,1,24,40,1.518,89.54,403.8,6.82,5.31,4,5.05,2,0
1483,1,2.6,1,13,0,19,0.6,146,7,19,361.0,1552,1587,9,4,19,0,0,0,1,32,36,4.287,159.34,226.71,10.16,11.52,2,28.88,1,1
860,1,1.6,1,13,0,48,0.5,187,7,18,335.0,1463,1870,17,2,18,1,0,0,1,31,34,4.354,83.38,267.14,4.6,24.92,3,20.94,1,0
1090,0,1.3,1,5,0,27,0.1,91,4,16,1638.0,1910,1352,5,1,11,0,1,0,1,21,5,1.165,419.36,338.0,11.98,19.01,2,7.03,1,1
686,1,0.5,0,11,0,3,0.3,91,6,15,1109.0,1392,570,7,6,19,0,1,0,0,26,42,1.254,222.47,95.0,7.54,4.57,2,1.71,0,0
818,0,1.3,0,14,0,43,0.9,177,6,15,111.0,510,546,12,6,7,1,1,1,0,29,72,4.554,40.15,91.0,4.62,67.91,3,4.26,0,0
1456,0,1.6,1,5,0,49,0.2,193,3,20,1285.0,1427,3624,12,11,16,1,1,0,3,25,132,1.11,147.72,1208.0,7.54,13.47,3,17.4,3,1
774,0,0.5,1,2,1,10,0.5,188,2,9,1480.0,1731,2944,8,6,2,1,1,1,2,11,48,1.169,253.05,1472.0,4.12,3.36,5,2.94,2,0
1068,0,0.5,1,0,1,19,0.9,197,8,9,322.0,875,1209,19,12,12,1,1,0,0,9,228,2.709,46.62,151.12,5.42,14.84,4,4.84,1,1
1373,1,1.9,1,1,1,29,0.9,141,6,12,1220.0,1348,2752,15,2,7,1,1,1,3,13,30,1.104,113.63,458.67,9.74,10.4,6,31.37,2,1
1777,1,3.0,0,3,0,20,0.6,188,6,5,511.0,616,3868,5,1,7,0,1,1,3,8,5,1.203,133.39,644.67,9.45,5.16,3,69.62,3,2
594,0,0.8,0,2,1,28,0.1,132,5,3,1011.0,1263,3087,16,4,4,1,1,1,2,5,64,1.248,95.16,617.4,4.5,8.99,4,12.35,3,0
1524,0,2.6,1,5,0,57,0.5,124,2,12,629.0,635,947,11,4,16,0,1,1,0,17,44,1.008,74.48,473.5,12.29,55.62,3,4.92,0,2
511,1,0.6,1,12,0,50,0.1,175,3,16,140.0,622,1484,9,7,8,1,0,0,0,28,63,4.411,63.76,494.67,2.92,32.27,3,2.67,1,0
1402,1,0.6,1,3,0,46,0.3,87,7,12,1081.0,1767,347,17,6,12,1,0,1,0,15,102,1.633,115.08,49.57,16.11,104.82,4,1.46,0,1
965,1,0.5,0,15,0,53,1.0,131,8,19,297.0,653,3227,12,6,8,1,0,0,2,34,72,2.191,55.18,403.38,7.37,16.3,2,12.91,3,0
1270,1,2.3,0,0,0,58,0.5,104,5,1,1512.0,1716,3299,13,4,16,0,0,1,3,1,52,1.134,163.36,659.8,12.21,17.46,2,37.94,3,1
919,0,0.5,1,11,0,13,0.3,159,1,15,275.0,570,1028,8,4,17,1,0,0,0,26,32,2.065,70.32,1028.0,5.78,11.78,2,0.51,1,0
1963,1,1.0,0,16,1,34,0.1,157,2,17,1136.0,1813,714,18,2,2,1,0,1,1,33,36,1.595,112.61,357.0,12.5,42.65,4,1.43,0,2
1977,0,1.3,1,2,0,31,0.4,173,8,6,1145.0,1356,2641,8,2,7,0,0,0,3,8,16,1.183,197.2,330.12,11.43,11.57,1,27.47,2,2
1881,0,2.2,0,4,0,51,0.3,158,5,7,477.0,1553,1229,12,6,14,1,0,0,1,11,72,3.249,124.97,245.8,11.91,39.22,1,13.52,1,2
683,0,0.7,0,5,0,19,0.9,173,4,17,954.0,1985,2622,16,3,5,0,0,1,2,22,48,2.079,129.55,655.5,3.95,7.14,1,7.34,2,0
772,0,2.6,1,7,0,6,0.1,100,2,10,741.0,1471,929,13,6,18,0,1,1,0,17,78,1.982,117.65,464.5,7.72,5.96,3,4.83,0,0
536,1,1.4,0,0,1,53,0.7,135,3,0,547.0,705,1211,15,10,7,1,0,1,0,0,150,1.286,55.77,403.67,3.97,41.32,4,5.09,1,0
1694,0,1.8,0,0,0,53,1.0,186,6,0,1194.0,1208,1653,7,5,6,1,0,0,2,0,35,1.011,212.31,275.5,9.11,30.92,1,17.85,1,2
1633,0,1.7,1,3,1,33,0.9,111,2,19,146.0,906,511,9,6,7,1,1,0,0,22,54,6.163,91.77,255.5,14.71,55.09,4,1.74,0,2
1371,0,0.5,0,4,0,52,0.5,167,4,19,471.0,663,3034,13,6,8,0,0,0,2,23,78,1.405,58.09,758.5,8.21,16.98,0,6.07,3,1
551,1,2.8,0,0,1,54,0.1,172,7,15,169.0,1916,1414,6,1,19,1,0,1,0,15,6,11.271,274.78,202.0,3.2,36.47,4,27.71,1,0
1221,0,0.5,0,1,1,28,0.5,139,1,7,1895.0,1976,2438,13,11,10,1,1,1,3,8,143,1.042,195.56,2438.0,8.78,11.29,4,1.22,2,1
1000,1,0.5,0,12,0,63,0.7,179,8,18,1537.0,1761,3744,11,1,7,0,0,1,3,30,11,1.145,194.78,468.0,5.59,16.77,2,14.98,3,1
1986,0,2.7,1,3,1,64,0.2,162,4,20,236.0,1520,1377,5,3,15,1,1,1,1,23,15,6.414,256.37,344.25,12.26,44.3,5,14.87,1,2
1119,0,0.5,1,0,1,23,0.4,164,4,1,821.0,915,3520,7,4,7,1,0,0,3,1,28,1.113,153.67,880.0,6.82,6.5,3,7.04,3,1
1699,0,0.5,1,1,0,59,0.5,97,4,3,466.0,1768,3796,17,10,12,0,1,1,3,4,170,3.786,101.58,949.0,17.52,15.5,3,7.59,3,2
1099,0,0.5,0,13,1,61,0.3,146,3,20,393.0,1096,1699,17,10,3,1,1,1,1,33,170,2.782,64.69,566.33,7.53,34.68,4,2.55,1,1
1576,0,2.6,0,7,0,58,0.2,90,3,16,400.0,631,336,14,8,13,1,1,1,0,23,112,1.574,49.81,112.0,17.51,135.47,3,2.62,0,2
950,1,0.5,0,9,0,55,0.1,156,5,10,774.0,843,1095,14,12,13,0,1,0,0,19,168,1.088,76.3,219.0,6.09,47.04,2,2.74,1,0
1081,1,2.5,1,13,0,49,1.0,99,3,17,284.0,519,325,9,1,6,0,0,1,0,30,9,1.821,59.16,108.33,10.92,117.4,3,2.44,0,1
606,0,2.5,0,1,1,53,0.2,146,4,2,465.0,1152,1223,19,12,7,1,0,0,0,3,228,2.472,62.12,305.75,4.15,40.95,2,12.23,1,0
502,0,1.5,1,7,0,37,0.2,199,2,12,705.0,1810,1649,6,1,14,0,1,0,1,19,6,2.564,277.49,824.5,2.52,21.63,2,4.95,1,0
957,1,0.7,0,0,1,4,0.1,160,2,0,38.0,1682,1898,12,4,3,1,1,0,1,0,48,43.128,129.42,949.0,5.98,2.05,4,2.66,1,0
1658,1,1.4,1,0,1,38,0.3,159,5,0,51.0,739,2609,12,11,19,1,0,0,2,0,132,14.212,56.98,521.8,10.43,14.35,4,18.26,2,2
1681,1,2.5,1,6,0,18,0.3,167,1,7,850.0,1005,2265,5,3,20,1,1,1,2,13,15,1.181,219.38,2265.0,10.07,7.79,5,5.66,2,2
1983,1,0.5,1,3,0,43,1.0,87,6,10,349.0,676,2775,9,4,3,0,1,1,2,13,36,1.931,76.08,462.5,22.79,15.3,4,8.32,2,2
1753,0,1.2,0,8,1,12,0.9,113,7,17,387.0,1595,1445,17,16,12,1,1,1,1,25,272,4.111,91.18,206.43,15.51,7.94,4,12.14,1,2
1632,1,1.4,0,0,0,41,0.1,132,4,1,706.0,1623,2614,5,4,15,1,0,0,2,1,20,2.296,294.98,653.5,12.36,15.46,2,14.64,2,2
1949,1,1.4,0,7,0,57,0.3,145,7,11,951.0,1178,356,5,3,19,0,0,0,0,18,15,1.237,252.33,50.86,13.44,127.33,1,3.49,0,2
1696,0,1.7,0,1,0,13,0.9,97,3,2,179.0,772,523,5,6,4,0,1,1,0,3,30,4.289,132.08,174.33,17.48,21.29,2,2.67,0,2
688,0,2.5,1,0,0,57,0.8,131,7,3,426.0,1964,3745,17,1,4,0,1,0,3,3,17,4.6,111.65,535.0,5.25,15.17,2,65.54,3,0
1104,0,1.7,0,1,1,60,0.4,199,2,13,653.0,1413,1229,6,6,3,1,1,1,0,14,36,2.161,222.37,614.5,5.55,46.15,4,4.18,1,1
1122,0,2.8,0,0,0,28,0.6,184,3,4,1578.0,1963,1402,14,10,3,0,1,0,1,4,140,1.243,167.91,467.33,6.1,19.06,1,11.78,1,1
504,1,0.5,1,2,1,46,0.9,172,5,14,280.0,1795,2085,13,5,8,1,0,0,1,16,65,6.388,129.76,417.0,2.93,21.53,4,5.21,2,0
1154,0,0.5,0,12,1,14,0.7,156,7,14,251.0,1801,587,8,3,4,1,1,1,0,26,24,7.147,202.05,83.86,7.4,20.79,4,2.05,0,1
1727,0,2.1,0,2,1,63,0.6,85,7,8,1463.0,1992,2457,19,13,7,1,0,1,3,10,247,1.361,123.58,351.0,20.32,25.21,3,36.12,2,2
1674,0,2.8,1,0,1,52,0.2,89,3,7,1432.0,1649,2030,7,6,6,1,0,0,2,7,42,1.151,273.0,676.67,18.81,24.97,3,17.05,2,2
1948,0,2.8,1,5,1,18,0.2,135,2,14,477.0,571,816,16,2,3,1,0,0,0,19,32,1.195,43.77,408.0,14.43,20.07,3,4.57,0,2
1218,1,2.8,1,3,0,39,0.8,150,7,14,1122.0,1746,1667,10,6,12,0,0,0,1,17,60,1.555,188.68,238.14,8.12,22.57,2,32.67,1,1
531,0,1.1,0,10,0,63,0.7,189,7,14,145.0,1903,2958,17,1,19,0,1,0,2,24,17,13.034,106.03,422.57,2.81,21.08,1,22.78,2,0
1057,0,2.1,0,4,0,5,0.5,154,5,13,416.0,1055,3705,6,4,13,1,0,0,3,17,24,2.53,162.01,741.0,6.86,1.34,1,38.9,3,1
576,0,1.2,0,1,0,30,0.8,162,8,5,847.0,893,2800,11,6,16,0,1,1,2,6,66,1.053,102.57,350.0,3.56,10.58,2,26.88,2,0
1960,1,2.1,0,1,0,7,0.2,165,7,9,868.0,877,3773,11,9,6,0,1,1,3,10,99,1.009,102.83,539.0,11.88,1.85,3,55.46,3,2
673,1,1.7,1,3,1,22,0.1,88,1,5,594.0,1088,2050,7,2,17,1,1,0,1,8,14,1.829,154.95,2050.0,7.65,10.47,5,3.48,2,0
718,0,0.7,1,0,1,21,0.8,88,1,7,518.0,830,1754,17,11,9,1,0,1,1,7,187,1.599,54.35,1754.0,8.16,11.58,4,1.23,1,0
864,0,1.7,0,3,1,35,0.3,103,3,7,663.0,1805,1904,12,8,13,1,1,1,1,10,96,2.718,147.92,634.67,8.39,17.86,4,9.71,1,0
547,0,1.9,1,1,0,37,0.4,154,5,4,371.0,541,2705,17,3,10,1,1,0,1,5,51,1.454,36.44,541.0,3.55,13.5,3,25.7,2,0
623,1,0.9,0,1,1,3,0.1,102,8,7,1749.0,1781,3537,16,13,3,1,0,1,3,8,208,1.018,146.83,442.12,6.11,0.84,4,25.47,3,0
1793,0,0.7,1,11,0,27,0.4,154,5,13,586.0,722,1370,16,3,19,1,0,1,1,24,48,1.23,54.7,274.0,11.64,18.78,3,4.79,1,2
1720,1,0.7,1,0,0,19,0.1,137,2,3,409.0,646,1222,13,2,7,0,0,0,1,3,26,1.576,54.61,611.0,12.55,14.69,2,1.71,1,2
812,0,0.5,1,1,0,64,1.0,106,4,7,35.0,1309,3102,6,6,2,0,0,0,2,8,36,36.361,187.07,775.5,7.66,20.45,1,6.2,3,0
980,1,0.5,0,0,1,33,0.9,160,6,0,1008.0,1758,2268,7,5,4,1,1,0,2,0,35,1.742,253.31,378.0,6.12,14.26,4,6.8,2,0
643,0,1.0,0,9,1,18,0.2,187,8,12,442.0,1079,2648,7,5,18,1,1,1,1,21,35,2.436,145.75,331.0,3.44,6.7,4,21.18,2,0
1925,0,3.0,1,0,1,16,0.8,175,8,11,983.0,1087,2173,7,3,19,1,1,0,2,11,21,1.105,183.19,271.62,11.0,7.2,4,52.15,2,2
1408,1,2.5,0,3,0,32,0.1,151,4,6,875.0,982,3162,19,18,3,1,0,0,3,9,342,1.121,65.76,790.5,9.32,10.04,2,31.62,3,1
1522,1,0.7,1,4,0,28,0.2,124,1,5,952.0,1191,1368,14,5,17,1,0,1,1,9,70,1.25,101.65,1368.0,12.27,19.5,4,0.96,1,2
587,1,2.5,0,16,1,51,0.6,111,1,17,244.0,1361,2746,10,4,7,1,0,1,2,33,40,5.555,125.7,2746.0,5.29,18.33,4,6.86,2,0
1959,0,0.5,1,5,0,18,0.7,191,6,20,65.0,1055,619,7,4,8,1,1,1,0,25,28,15.985,132.13,103.17,10.26,25.55,4,1.86,0,2
1872,0,0.5,1,3,0,17,0.7,89,6,6,1749.0,1767,724,17,3,9,1,0,1,1,9,51,1.01,138.12,120.67,21.03,21.06,3,2.17,0,2
1043,1,0.5,0,7,0,42,0.1,111,3,8,716.0,1626,912,16,9,6,0,1,0,0,15,144,2.268,104.51,304.0,9.4,42.4,2,1.37,0,1
1809,0,0.5,0,6,0,23,0.7,123,6,19,433.0,1661,2784,12,6,20,1,1,1,3,25,72,3.827,132.04,464.0,14.71,8.16,3,8.35,2,2
1703,1,0.5,0,5,1,23,0.2,92,6,7,134.0,521,793,7,3,17,1,1,0,0,12,21,3.859,67.24,132.17,18.51,26.3,4,2.38,0,2
1095,1,0.5,0,4,0,45,0.5,197,1,5,179.0,1247,560,9,1,10,1,1,0,0,9,9,6.928,125.98,560.0,5.56,69.57,3,0.28,0,1
1414,0,2.6,0,1,0,27,0.6,137,4,20,804.0,1564,312,5,2,8,0,0,1,0,21,10,1.943,293.09,78.0,10.32,66.72,1,3.24,0,1
1659,1,2.5,0,2,0,41,0.1,88,7,18,787.0,1515,545,12,6,9,0,1,1,0,20,72,1.923,131.32,77.86,18.85,64.85,3,9.54,0,2
1540,0,0.7,1,1,0,60,0.8,197,7,12,704.0,822,1591,19,6,2,1,0,1,1,13,114,1.166,54.11,227.29,7.82,36.28,3,7.8,1,2
1342,0,1.0,0,0,1,31,0.6,86,7,1,991.0,1638,2746,15,5,10,1,1,0,3,1,75,1.651,119.65,392.29,15.6,11.14,3,19.22,2,1
1189,1,2.3,0,13,0,8,0.5,198,3,14,379.0,932,893,9,6,13,1,1,0,0,27,54,2.453,100.61,297.67,6.01,8.23,3,6.16,0,1
518,1,2.4,0,0,1,62,0.6,128,6,0,489.0,710,2514,16,12,7,1,1,1,1,0,192,1.449,50.71,419.0,4.05,24.27,5,36.2,2,0
1449,0,0.8,1,3,1,10,0.2,144,1,12,1518.0,1883,1032,10,6,8,1,1,1,1,15,60,1.24,219.88,1032.0,10.06,9.03,5,0.83,1,1
516,0,1.1,1,0,1,39,0.4,91,5,7,855.0,1401,819,8,6,10,1,1,1,0,7,48,1.637,182.37,163.8,5.67,43.34,5,4.5,0,0
1569,0,0.8,1,8,0,59,0.9,111,3,16,1261.0,1383,3672,15,2,15,1,0,1,3,24,30,1.096,116.97,1224.0,14.14,16.01,3,8.81,3,2
1312,1,0.8,1,0,0,24,0.9,156,6,0,115.0,1791,3833,14,13,17,0,1,0,3,0,182,15.44,119.65,638.83,8.41,6.24,3,18.4,3,1
1893,1,0.5,1,1,0,23,0.1,179,8,3,1203.0,1432,1482,15,7,17,0,1,0,2,4,105,1.189,116.89,185.25,10.58,14.86,3,5.93,1,2
1076,0,2.5,0,3,0,14,0.2,105,5,4,545.0,1300,2043,7,5,14,0,0,0,1,7,35,2.381,176.2,408.6,10.25,6.68,0,25.54,2,1
530,1,2.6,0,1,0,40,0.9,118,6,2,818.0,1090,1229,16,11,2,0,1,0,0,3,176,1.331,80.16,204.83,4.49,30.76,2,19.17,1,0
1044,1,2.8,1,7,0,33,0.6,129,4,13,42.0,1262,1816,17,16,15,1,0,1,1,20,272,29.349,70.15,454.0,8.09,17.61,4,20.34,1,1
1330,0,1.1,0,11,0,37,0.7,126,7,20,1103.0,1637,2166,10,1,4,1,0,0,2,31,10,1.483,179.45,309.43,10.56,16.7,1,16.68,2,1
1836,0,1.1,1,0,0,14,0.7,104,5,1,168.0,1068,2469,18,6,7,1,1,1,2,1,108,6.32,56.9,493.8,17.65,5.58,4,13.58,2,2
1741,1,0.5,0,1,1,55,0.1,140,5,3,719.0,755,2575,13,10,7,1,1,1,2,4,130,1.049,74.47,515.0,12.44,21.04,5,6.44,2,2
1869,0,2.6,0,0,1,30,0.4,152,1,13,163.0,874,1375,15,3,19,1,0,0,1,13,45,5.329,55.57,1375.0,12.3,20.79,2,3.58,1,2
1331,0,0.5,0,8,0,55,0.9,146,3,15,1162.0,1531,1732,6,2,11,1,0,1,1,23,12,1.316,274.58,577.33,9.12,30.7,2,2.6,1,1
1655,1,0.5,1,6,1,4,0.1,105,3,12,626.0,1348,673,10,3,12,1,0,0,0,18,30,2.15,135.11,224.33,15.76,5.28,4,1.01,0,2
605,0,1.5,0,9,1,18,0.9,162,2,14,329.0,656,2301,15,9,8,1,0,0,1,23,135,1.988,45.87,1150.5,3.73,7.67,2,6.9,2,0
1245,1,0.6,0,2,0,30,0.7,105,5,3,330.0,1434,2676,17,8,7,1,0,0,2,5,136,4.332,81.75,535.2,11.86,11.06,2,8.03,2,1
1709,1,0.8,0,8,1,58,0.8,136,2,10,956.0,1292,1781,18,3,17,1,0,0,2,18,54,1.35,84.59,890.5,12.57,31.53,3,2.85,1,2
846,1,2.6,0,0,1,58,0.1,123,4,15,1140.0,1983,2248,16,8,13,1,0,0,2,15,128,1.738,134.55,562.0,6.88,25.27,3,23.38,2,0
1403,1,2.5,1,3,0,62,0.9,90,4,13,217.0,1623,921,14,13,18,1,0,0,0,16,182,7.445,109.16,230.25,15.59,62.04,3,9.21,0,1
688,1,1.5,0,0,0,2,1.0,89,3,2,271.0,869,391,5,2,8,1,1,1,0,2,10,3.195,151.71,130.33,7.73,4.15,4,1.76,0,0
775,1,2.5,1,1,1,10,0.1,185,7,14,444.0,1555,1719,19,3,18,1,1,1,1,15,57,3.494,80.86,245.57,4.19,5.62,6,30.08,1,0
1154,0,2.0,0,6,1,35,0.8,159,5,16,1003.0,1827,3262,16,15,16,1,0,0,3,22,240,1.82,122.6,652.4,7.26,10.65,2,32.62,3,1
1375,0,0.5,1,2,1,35,0.1,194,2,3,227.0,772,1947,15,13,15,1,1,1,1,5,195,3.386,50.29,973.5,7.09,17.49,5,1.95,1,1
1827,1,0.8,0,4,0,61,0.9,130,7,9,253.0,1764,2693,8,3,7,0,1,1,3,13,24,6.945,198.01,384.71,14.05,22.35,3,15.08,2,2
1697,0,0.5,0,0,1,60,0.1,90,4,0,88.0,1046,441,15,1,11,1,1,0,0,0,15,11.753,65.61,110.25,18.86,113.07,3,0.88,0,2
741,0,1.5,0,1,0,14,0.3,178,5,13,334.0,594,1886,19,11,9,1,1,1,0,14,209,1.773,34.07,377.2,4.16,7.21,3,14.14,1,0
1672,1,0.5,1,13,1,32,0.7,174,1,20,1281.0,1896,1267,17,4,20,1,1,0,1,33,68,1.479,127.12,1267.0,9.61,23.93,5,0.63,1,2
514,1,0.7,0,4,0,57,0.1,186,3,7,168.0,1320,687,6,6,20,1,1,1,0,11,36,7.811,190.09,229.0,2.76,73.94,4,1.44,0,0
1375,1,1.3,1,2,0,12,0.1,105,1,13,898.0,1687,2890,17,1,12,0,0,0,3,15,17,1.877,106.17,2890.0,13.1,4.11,2,3.76,2,1
989,1,1.8,1,4,1,55,0.7,124,1,12,46.0,1069,1737,8,5,10,1,0,1,1,16,40,22.745,118.89,1737.0,7.98,30.62,5,3.13,1,0
1510,1,2.5,1,11,0,47,0.7,138,2,13,118.0,1170,887,18,6,5,0,0,0,0,24,108,9.832,61.89,443.5,10.94,48.64,2,4.43,0,2
1266,0,2.6,0,1,0,18,0.4,86,7,2,1187.0,1595,398,16,8,3,1,1,1,0,3,128,1.343,116.95,56.86,14.72,36.83,3,7.24,0,1
1396,0,2.4,1,0,0,46,0.1,138,7,1,1191.0,1347,2389,7,3,15,0,0,1,2,1,21,1.13,224.75,341.29,10.12,18.91,2,40.14,2,1
808,0,2.3,0,3,0,45,0.8,161,1,9,526.0,1324,3431,15,6,13,0,1,1,3,12,90,2.512,89.04,3431.0,5.02,13.04,2,7.89,3,0
1542,0,2.3,0,1,0,43,0.8,182,2,11,346.0,966,3601,14,4,16,0,0,0,3,12,56,2.784,68.41,1800.5,8.47,11.89,0,16.56,3,2
745,1,0.6,1,5,0,35,0.8,102,8,10,89.0,1538,2459,14,1,16,1,1,0,1,15,14,17.089,102.7,307.38,7.3,13.99,4,11.8,2,0
1735,1,1.9,1,0,1,59,0.7,148,6,0,137.0,846,3230,6,1,9,1,1,0,3,0,6,6.13,122.43,538.33,11.72,18.13,5,36.82,3,2
586,0,0.5,1,1,0,57,0.3,188,2,5,1226.0,1389,3646,15,4,11,1,1,1,3,6,60,1.132,115.79,1823.0,3.12,15.57,4,3.65,3,0
1341,1,2.1,1,0,0,36,0.4,107,8,1,473.0,574,2200,18,14,15,0,1,0,1,1,252,1.211,39.15,275.0,12.53,16.01,3,36.96,2,1
